George Eliot Hospital NHS Trust,RLT,75,75,100,100,100,100,100,100,75,100,100,75,100,100,100,100,100,100,100,100,100,100,100,100,75,75,50,25,75,75,20,100,20,100,100,100,100,75,75,75,100,75,50,50,50,50,0,0,0,100,,40,40,40,100,100,100,75,100,100,100,100,60,0,20,0,0,20,,,,,0,,75,100,100,80,100,100,50,100,25,0,100,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,100,0,75,100,25,0,0,0,0,75,75,25,50,100,0,50,50,50,100,25,75,75,100,50,100,100,100,75,100,100,100,100,75,100,50,50,75,75,0,100,100,100,100,75,100,100,100,75,75,75,100,100,100,100
Gloucestershire Hospitals NHS Foundation Trust,RTE,75,75,75,75,75,75,75,75,100,75,75,25,25,75,75,25,75,50,100,75,75,50,75,75,77,75,75,75,100,75,20,20,0,50,50,,75,75,75,25,25,25,50,0,25,0,25,0,0,20,,0,0,80,75,75,75,75,100,100,0,0,0,20,20,40,100,20,75,25,75,50,0,75,75,100,100,,25,25,75,100,75,0,80,20,,,25,0,0,0,0,0,0,0,0,0,0,0,0,20,25,25,0,25,0,0,0,0,25,25,0,25,25,25,25,25,0,0,75,75,25,75,75,25,25,75,50,75,50,75,50,75,85,0,50,75,50,75,100,100,50,100,25,75,100,100,75,50,75,50,0,75,100
Great Ormond Street Hospital For Children NHS Foundation Trust,RP4,100,100,100,100,,100,100,100,100,100,100,100,100,75,75,75,50,100,100,100,100,75,75,100,77,100,100,100,100,100,40,40,0,50,50,,25,25,0,25,25,25,0,0,0,25,0,0,0,40,,0,0,60,0,25,25,0,0,,,,0,,0,0,0,0,,,,,20,,0,100,100,60,0,0,0,75,75,100,100,20,75,75,75,75,25,,75,50,25,25,0,75,,0,,100,25,50,100,0,0,0,0,0,0,0,0,100,100,75,0,100,100,50,75,100,100,0,0,75,25,100,25,75,75,75,100,,85,0,0,0,0,0,100,100,100,100,50,100,100,100,100,75,100,75,75,100,100
Great Western Hospitals NHS Foundation Trust,RN3,100,75,100,100,100,100,100,100,100,100,100,75,25,100,75,75,25,75,100,100,100,75,75,75,77,100,75,75,75,75,20,20,20,50,50,0,75,75,50,50,50,50,25,25,75,25,0,0,0,100,,20,20,40,75,75,75,75,80,80,20,20,80,20,0,,100,20,75,75,25,25,80,50,25,100,100,60,25,75,0,75,75,80,100,60,75,25,75,75,75,75,75,50,0,50,50,50,50,50,100,80,50,100,0,75,0,25,25,0,100,0,50,25,50,25,25,100,100,100,25,75,25,75,50,100,75,100,100,100,100,100,75,75,85,0,,75,50,25,75,75,25,50,25,75,100,50,100,100,50,100,75,75,80
Guqs and St Thomas NHS Foundation Trust,RJ1,100,50,100,50,100,75,100,100,100,100,75,75,50,75,75,75,75,25,100,100,100,50,75,75,92,75,50,25,75,25,80,100,60,100,100,50,75,75,75,75,50,50,75,0,75,0,75,50,50,60,100,80,20,60,0,50,50,25,20,60,60,0,0,20,60,100,100,100,100,50,100,75,0,50,25,100,100,100,75,100,0,75,75,100,100,20,75,75,100,50,75,75,75,100,0,0,75,100,25,100,100,100,50,75,75,0,50,25,25,25,25,50,0,50,100,0,25,75,25,25,0,75,0,25,75,25,75,75,100,25,75,75,75,75,100,0,0,25,25,25,50,75,75,0,75,100,100,100,100,25,50,75,50,25,60
Hampshire Hospitals NHS Foundation Trust,RN5,75,25,100,75,100,75,100,100,100,75,75,50,50,75,50,25,0,75,75,100,75,50,75,75,0,75,75,25,50,50,40,20,20,50,50,0,75,75,75,75,75,50,0,50,50,75,75,75,0,60,,60,0,100,100,75,100,75,80,80,0,0,20,20,40,80,80,60,100,100,100,75,20,75,75,100,100,100,75,75,0,75,75,100,100,0,75,0,100,100,25,75,75,75,0,75,100,50,0,0,100,100,75,100,0,25,0,0,0,0,100,0,0,0,0,0,0,0,25,0,0,100,25,50,75,25,25,100,100,100,25,100,100,25,100,0,0,75,50,0,100,100,75,100,25,0,100,100,50,0,0,25,75,75,100
Harrogate and District NHS Foundation Trust,RCD,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,100,100,75,100,84,100,100,75,75,100,20,80,20,50,100,50,75,50,75,50,0,50,25,0,25,0,50,75,0,20,20,40,0,0,0,50,50,50,40,100,100,100,0,20,20,100,100,0,75,50,75,75,20,75,25,100,100,100,75,100,0,75,75,100,100,0,50,0,75,100,100,0,50,75,0,25,100,100,25,100,100,,0,0,100,25,75,25,25,25,25,25,50,0,50,0,0,,100,50,25,75,50,50,50,75,50,75,50,50,50,75,75,50,100,0,75,75,0,0,75,0,50,0,25,75,50,25,100,100,100,100,50,75,80
Heart Of England NHS Foundation Trust,RR1,75,50,100,50,100,100,100,100,50,100,100,75,50,75,50,50,100,100,75,75,75,50,50,75,40,75,25,25,50,25,20,20,20,50,50,50,75,75,75,50,25,0,50,75,75,75,0,0,0,80,100,100,20,60,0,75,75,75,20,20,100,,40,0,20,60,100,80,100,100,50,50,80,50,50,100,100,40,75,75,100,100,75,100,100,40,75,25,75,75,25,0,75,75,25,75,75,75,0,25,0,20,0,0,0,25,50,50,25,75,75,50,50,25,25,25,50,50,75,75,75,75,0,,,75,75,75,100,75,,75,75,,100,0,50,25,75,25,75,25,75,25,50,75,75,100,50,25,25,75,75,100,0
Hillingdon Hospitals NHS Foundation Trust,RAS,100,75,100,75,100,100,100,75,100,100,100,50,100,75,100,75,100,75,75,100,100,75,100,75,80,100,75,75,75,100,20,0,20,0,,50,25,25,75,0,25,0,50,0,75,50,50,0,0,40,,0,0,20,50,25,50,50,80,100,100,100,100,20,0,100,80,,100,100,100,25,80,25,100,100,100,60,75,75,25,50,50,20,80,0,25,0,25,0,0,0,0,0,0,25,25,0,0,0,100,0,50,25,0,75,0,0,0,0,0,75,0,25,25,0,25,100,75,75,25,75,0,100,75,25,100,75,75,100,50,100,75,50,100,0,75,75,75,25,100,100,75,75,75,100,100,100,100,100,100,100,100,50,100
Homerton Universitq Hospital NHS Foundation Trust,RQX,100,100,100,100,100,100,100,100,100,100,100,100,75,100,75,100,75,75,100,75,75,75,75,75,77,100,100,75,50,75,,,,,,,,,,,,,,,,,,,,,,60,20,80,100,100,100,100,100,100,100,100,20,0,60,100,100,80,100,100,100,100,20,100,100,100,100,80,75,100,75,75,75,100,100,80,75,75,100,100,100,75,100,75,75,100,100,100,50,100,0,,75,75,100,0,100,75,100,75,75,75,75,0,75,0,0,50,75,75,75,100,50,50,50,75,75,100,75,75,,75,75,,100,100,75,75,,75,50,50,75,0,75,75,100,100,100,100,75,75,75,50,100
Hull and East qorkshire Hospitals NHS Trust,RWA,100,100,100,100,100,75,100,100,100,100,100,100,75,100,75,75,100,100,100,100,100,100,50,100,71,100,100,75,100,75,60,40,20,100,100,50,75,75,100,100,75,75,50,0,100,50,0,0,0,80,,80,80,100,100,100,100,100,20,100,20,100,100,80,60,100,100,40,100,100,100,100,0,100,100,100,100,40,75,100,75,75,100,20,20,20,25,0,25,25,25,100,25,25,0,0,0,0,0,0,100,,50,75,75,100,50,50,0,0,100,100,75,25,25,25,25,25,100,75,25,100,25,100,75,100,100,100,100,100,100,100,100,25,100,25,100,75,100,25,75,25,50,25,75,75,100,75,75,50,75,100,75,50,100
Imperial College Healthcare NHS Trust,RqJ,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,66,100,100,75,75,100,80,80,80,100,100,50,100,100,100,100,100,100,25,0,25,0,25,25,75,80,100,60,20,80,100,100,100,75,100,100,100,100,60,20,20,100,100,20,100,100,100,100,0,100,75,100,100,80,75,75,75,75,100,100,100,60,75,100,100,75,75,75,100,75,0,100,25,75,,75,100,100,0,75,75,25,50,50,50,75,25,75,75,50,50,25,75,25,50,25,25,75,75,100,75,100,25,100,100,100,100,100,100,,100,100,100,75,100,25,75,100,100,50,50,100,100,75,75,50,75,75,75,75,100
Ipswich Hospital NHS Trust,RGQ,100,100,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,100,100,83,100,100,100,100,100,60,60,0,100,100,50,75,75,75,75,50,50,75,25,50,25,75,50,0,20,,20,20,60,75,50,100,50,100,100,100,100,100,40,60,80,80,60,100,100,100,100,100,75,75,100,100,60,50,75,25,75,50,20,20,20,50,50,50,50,50,50,50,50,50,50,50,50,50,50,20,0,0,0,0,0,50,0,0,0,0,75,0,25,50,0,25,25,75,75,25,100,25,75,75,75,75,75,75,75,75,75,75,0,100,50,75,100,75,75,100,100,100,50,50,100,100,75,100,100,100,100,75,75,100
Isle Of Wight NHS Trust,R1F,75,75,25,75,100,25,100,25,0,25,75,25,25,25,75,75,25,25,25,50,50,75,25,75,68,75,75,75,75,75,60,80,20,50,100,50,75,75,75,50,25,25,75,75,75,75,25,0,0,60,20,80,20,60,75,100,100,100,40,80,80,100,0,80,,,0,0,50,50,50,0,0,75,50,100,100,,75,75,75,100,75,100,100,20,75,0,100,75,75,75,75,75,50,0,100,75,75,75,100,100,,50,75,25,,75,50,25,0,25,25,50,75,50,75,50,75,25,0,100,50,75,,75,50,25,75,,,,50,100,71,0,,,100,25,75,0,75,25,25,100,100,50,50,25,50,75,75,25,60
James Paget Universitq Hospitals NHS Foundation Trust,RGP,75,75,100,75,100,100,100,100,50,75,100,100,50,100,50,75,50,75,75,100,100,75,75,75,70,100,75,75,75,50,100,100,100,50,50,50,75,75,75,75,50,75,50,25,50,50,75,25,0,100,,80,40,40,100,100,100,100,100,100,100,100,40,,60,20,20,20,75,50,50,25,60,0,25,100,100,100,50,50,25,25,100,100,100,40,75,75,,100,75,75,75,50,75,,100,,,,,,0,50,0,0,0,0,0,0,0,0,0,0,75,0,25,25,25,0,0,75,50,75,75,75,25,50,75,75,75,75,75,,100,25,,50,,,75,25,50,50,50,75,100,25,75,75,75,75,100,75,100
Kettering General Hospital NHS Foundation Trust,RNQ,75,50,100,75,75,75,100,75,50,50,75,50,75,50,75,50,100,75,75,75,75,50,50,25,68,75,75,75,75,75,20,0,20,100,,100,50,25,50,50,50,25,75,50,25,0,0,0,0,20,,80,80,40,75,75,75,75,80,100,80,80,20,20,20,80,80,0,50,100,100,75,100,50,50,100,100,20,75,25,0,75,0,0,80,0,,,0,50,75,0,50,0,0,75,75,0,0,0,100,100,0,75,0,75,0,0,0,0,0,25,0,25,75,0,0,,75,50,50,100,0,,,75,75,75,75,75,75,75,50,75,100,25,,75,,0,75,75,25,0,50,75,50,25,50,75,75,50,50,75,0
Kings College Hospital NHS Foundation Trust,RJZ,100,75,75,100,75,75,100,100,100,75,75,75,100,75,75,75,75,75,75,75,75,75,75,100,73,75,75,50,50,75,60,60,20,0,100,50,75,75,75,75,50,75,25,0,75,50,50,0,0,60,,60,40,60,75,25,25,25,60,60,80,80,100,60,80,60,100,100,100,100,100,50,100,75,75,100,100,100,50,75,50,100,75,60,100,40,50,50,75,25,25,25,75,75,25,50,75,75,50,25,80,80,25,50,75,0,50,25,25,25,25,75,25,25,25,0,0,75,75,25,0,100,25,25,25,75,75,50,25,75,50,75,75,25,85,0,0,0,25,25,100,75,75,50,25,75,100,25,100,50,75,100,0,25,80
Kingston Hospital NHS Foundation Trust,RAX,100,75,75,100,100,75,100,100,100,100,75,75,75,75,75,75,75,75,75,100,75,75,75,75,81,75,75,75,75,75,80,80,40,50,100,100,100,100,75,75,50,75,50,0,25,25,0,0,0,40,,60,20,100,0,75,100,75,60,60,80,80,80,0,80,100,100,20,100,100,75,100,0,75,75,100,100,20,75,100,75,100,100,80,100,20,50,50,100,75,50,75,50,75,,50,100,75,50,75,80,80,0,100,100,0,50,75,50,75,75,100,50,25,50,25,25,50,50,25,75,100,50,100,50,100,100,100,50,100,100,100,100,50,85,100,100,75,,,100,75,75,25,50,75,75,75,75,75,75,75,75,75,
Lancashire Teaching Hospitals NHS Foundation Trust,RXN,100,100,100,100,100,100,100,100,100,100,100,100,75,100,100,75,75,100,100,100,100,100,100,75,81,100,100,75,75,50,60,60,60,50,50,50,100,100,100,100,75,75,0,0,50,50,0,0,0,20,,40,0,20,100,100,100,50,100,100,40,100,0,,20,100,100,20,100,75,100,100,80,75,100,100,100,80,75,100,100,75,75,20,100,0,,,75,75,50,100,100,100,100,100,75,100,0,75,100,,50,75,75,0,0,75,50,75,100,100,75,75,100,75,75,100,100,100,50,100,75,75,100,100,100,100,100,,75,100,75,100,85,0,0,100,100,0,100,100,100,50,75,100,75,100,100,75,75,100,75,100,80
Leeds Teaching Hospitals NHS Trust,RR8,75,75,100,100,100,100,100,100,75,75,50,50,25,75,75,75,100,75,100,100,75,25,100,100,78,75,100,75,75,100,60,40,40,50,100,50,100,75,75,50,75,75,100,100,100,100,100,75,0,60,,60,40,40,100,100,75,75,80,100,80,100,20,20,40,100,60,40,100,50,75,50,0,25,75,100,100,80,100,100,25,100,25,60,100,20,50,0,25,75,75,25,50,25,25,50,75,75,0,0,100,100,50,50,75,75,25,25,50,50,100,100,50,25,50,25,25,75,50,25,25,75,25,75,50,25,50,25,75,50,25,75,75,25,85,0,75,100,50,100,50,75,25,0,0,100,25,50,50,25,25,25,25,25,60
Lewisham and Greenwich NHS Trust,RJ2,100,75,100,100,100,75,75,75,50,75,75,50,75,75,75,75,75,75,75,100,75,50,75,75,75,75,75,75,75,75,40,20,20,50,50,50,75,75,50,25,75,50,100,25,75,75,75,0,0,40,,80,80,40,75,100,100,100,100,100,100,100,20,20,,100,100,80,100,75,100,100,80,75,75,100,100,80,75,75,100,75,75,0,100,0,0,0,0,0,0,0,0,0,0,75,75,0,0,0,100,100,50,75,75,0,0,0,0,0,75,50,75,75,75,0,75,75,75,50,50,75,25,75,50,75,75,75,75,75,75,75,75,50,100,75,100,100,50,100,75,75,50,25,75,100,100,100,100,75,75,75,75,75,100
Liverpool Heart and Chest Hospital NHS Foundation Trust,RBQ,100,75,100,100,100,100,100,100,100,100,100,100,75,100,100,100,50,100,100,100,100,75,100,100,74,100,100,100,75,100,100,100,100,50,100,100,100,100,100,100,75,100,50,25,50,50,50,0,0,80,,100,100,100,100,100,100,100,80,60,20,,20,20,100,100,100,100,100,100,100,100,40,100,75,100,100,100,100,100,75,100,75,100,100,0,100,100,100,75,50,100,100,100,0,75,75,100,50,100,,,75,75,100,50,50,75,75,75,100,75,50,75,75,75,75,75,100,100,75,100,100,75,50,25,75,75,75,100,75,75,100,75,71,50,50,75,75,75,100,100,75,0,75,100,100,100,100,100,100,100,100,75,100
Liverpool Womens NHS Foundation Trust,REP,100,100,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,100,100,66,100,100,100,75,100,60,60,80,100,100,100,100,75,75,100,75,75,50,25,100,25,25,75,50,100,100,60,100,60,75,100,100,100,20,100,100,,100,60,20,20,100,100,100,100,100,50,0,100,100,100,100,100,50,50,25,100,100,100,100,60,100,100,100,50,100,25,100,50,0,25,100,50,50,50,,100,25,75,50,0,50,0,75,75,25,75,50,50,100,0,50,50,75,75,50,100,50,75,50,100,75,75,75,75,75,100,100,,100,50,75,100,100,25,100,100,100,100,100,100,100,100,100,100,100,100,100,75,80
London North West Healthcare NHS Trust,R1K,100,75,75,75,75,100,75,75,50,75,75,50,50,75,75,50,75,75,75,100,75,75,75,75,74,75,75,75,50,75,,,,,,,,,,,,,,,,,,,,,,60,40,100,100,75,50,75,80,80,80,80,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,25,75,100,75,75,75,75,100,50,100,100,25,50,50,75,50,75,75,50,25,25,75,75,25,75,75,75,75,75,25,100
Luton and Dunstable Universitq Hospital NHS Foundation Trust,RC9,100,100,100,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,100,74,100,100,75,75,75,100,100,100,50,50,50,100,75,100,100,75,100,25,50,25,50,0,25,0,60,,20,20,60,100,100,100,100,100,100,80,100,80,60,100,100,100,100,100,100,100,100,60,100,75,100,100,100,75,100,75,75,75,100,100,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,75,75,25,100,50,50,75,75,75,50,50,50,25,50,75,100,100,50,100,50,75,50,75,75,75,75,75,75,75,100,100,100,0,25,50,25,25,100,75,100,100,75,100,100,100,100,100,100,100,100,75,100
Maidstone and Tunbridge Wells NHS Trust,RWF,75,50,75,75,100,100,100,100,75,75,75,75,50,50,75,75,100,75,75,100,100,50,75,75,74,75,75,75,50,75,20,80,20,50,50,50,75,75,25,75,75,25,25,25,25,75,25,75,0,40,,0,0,80,75,75,75,100,60,80,20,60,60,40,60,80,60,20,100,100,100,75,60,75,75,100,100,100,75,75,75,50,75,0,100,20,25,0,25,25,25,0,25,0,0,25,25,0,25,25,80,40,0,75,100,75,25,25,50,25,25,25,25,75,100,0,25,25,25,0,25,75,75,100,50,25,100,25,100,75,25,50,25,0,85,0,0,75,25,50,75,100,100,25,25,75,75,75,75,75,75,75,50,25,100
Medwaq NHS Foundation Trust,RPA,75,75,100,100,100,75,100,100,100,100,100,75,75,100,100,100,100,75,100,100,100,100,100,100,66,100,100,75,75,75,20,80,80,50,100,100,100,100,100,100,100,75,75,25,25,0,0,0,0,40,,80,80,80,100,100,100,100,100,80,100,20,0,60,80,80,80,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,25,0,0,0,,,50,0,0,,0,0,0,50,100,0,0,0,80,0,75,75,75,75,50,50,75,75,100,100,75,0,75,25,50,75,100,100,0,75,75,75,50,75,75,50,50,75,75,50,50,25,85,25,75,100,75,25,100,100,75,0,50,100,100,100,100,75,100,100,100,100,80
Mid Cheshire Hospitals NHS Foundation Trust,RBT,100,50,100,75,100,100,100,100,100,100,75,50,25,75,75,75,75,50,100,100,100,100,75,50,80,75,75,50,75,75,40,0,20,50,,50,75,25,25,25,25,0,50,50,50,75,75,0,0,80,80,60,20,40,0,75,75,25,100,100,100,100,100,,40,80,40,60,75,100,75,50,20,75,100,100,100,60,75,75,25,75,100,20,100,20,0,25,50,0,0,0,25,0,0,0,50,0,0,0,100,,0,25,0,0,0,0,0,0,100,100,25,25,75,0,0,0,75,50,0,0,0,75,50,50,25,100,75,75,,50,50,75,100,0,50,75,100,0,100,100,75,100,25,100,100,100,75,75,25,0,75,50,80
Mid Essex Hospital Services NHS Trust,RQ8,75,75,100,100,100,100,100,75,100,75,100,100,100,100,100,75,100,50,100,100,100,75,100,100,69,100,100,100,100,75,40,100,20,50,100,50,100,100,100,100,75,75,50,50,25,25,25,0,0,60,,60,80,40,75,100,100,100,100,100,100,100,100,20,60,100,100,80,100,100,50,100,100,100,100,100,100,80,100,100,75,100,50,20,100,20,25,,,,50,100,,,,,,,,,100,100,75,75,100,25,50,75,0,0,100,100,75,,,,,,,,,,,100,100,75,100,100,100,100,100,75,100,75,100,0,75,100,100,75,100,100,75,25,75,100,100,75,75,75,75,75,50,75,100
Mid qorkshire Hospitals NHS Trust,RXF,25,,75,75,75,25,25,25,25,50,75,25,50,50,50,25,50,25,25,75,50,25,75,50,87,75,75,50,75,50,100,100,40,50,100,50,75,75,50,50,25,50,50,25,75,25,0,0,0,40,,60,40,40,75,75,75,75,20,80,0,0,40,20,80,100,100,80,75,75,100,25,0,75,75,100,100,60,50,75,25,75,50,0,80,0,0,25,0,0,0,0,0,0,0,0,75,0,0,0,100,,0,0,75,25,,,0,0,75,50,,25,0,25,0,,50,0,75,75,50,,,75,50,75,100,100,,75,50,,100,,25,75,75,0,75,75,75,75,75,75,100,75,50,25,75,25,50,25,100
Milton Keqnes Universitq Hospital NHS Foundation Trust,RD8,100,75,75,75,75,100,100,100,100,75,75,50,50,75,75,75,100,100,100,100,100,75,50,100,82,100,100,75,75,75,60,60,60,50,50,50,100,25,75,50,50,50,50,25,75,25,75,50,50,40,,80,80,60,75,100,100,50,80,100,0,100,60,20,40,100,100,20,75,50,25,75,0,50,75,100,100,60,75,25,0,75,0,20,100,0,,,0,75,75,0,0,0,0,0,50,0,0,0,100,100,25,25,0,0,0,0,0,0,0,25,0,25,75,25,50,75,25,25,75,75,0,0,0,75,100,100,100,0,0,100,100,25,100,25,0,25,50,0,100,100,25,0,25,75,75,0,100,100,100,100,75,50,100
Moorfields Eqe Hospital NHS Foundation Trust,RP6,100,75,100,50,75,75,100,100,100,75,100,100,50,75,50,75,100,50,75,100,100,75,25,75,68,100,100,50,50,50,20,60,0,50,100,,75,75,50,75,50,50,50,0,0,0,0,0,0,0,,100,100,100,100,25,75,100,100,100,100,100,100,0,40,40,40,0,100,100,100,0,0,0,0,80,40,20,75,100,0,50,75,0,0,0,,,25,0,0,,,,0,0,0,0,0,0,,,0,25,0,75,0,0,0,25,,100,25,25,50,0,0,0,0,0,0,75,0,75,0,100,100,75,75,75,50,100,100,,100,75,0,50,,25,50,50,25,50,25,50,100,100,100,100,75,75,75,75,
Newcastle Upon Tqne Hospitals NHS Foundation Trust,RTD,100,75,100,100,100,100,100,100,100,100,75,75,50,100,100,100,100,100,100,100,100,75,100,100,85,100,100,100,100,100,80,40,20,100,100,100,100,75,100,50,75,75,50,0,75,0,0,0,0,80,100,80,20,80,75,100,100,75,80,80,20,100,100,,20,80,80,20,100,100,100,100,0,75,100,100,100,80,75,100,100,100,100,100,100,0,100,100,100,75,100,75,100,100,0,100,100,100,0,100,100,100,75,75,50,0,50,50,25,25,,25,75,100,100,25,25,75,50,25,75,75,25,0,0,0,50,75,25,25,0,50,0,0,100,50,100,75,75,50,100,100,75,75,75,100,100,100,100,100,100,100,75,50,40
Norfolk and Norwich Universitq Hospitals NHS Foundation Trust,RM1,75,25,75,50,50,75,75,75,75,100,100,75,25,,,,,,50,100,75,25,25,50,74,75,75,75,75,50,20,20,20,100,100,100,25,25,0,0,0,0,0,0,25,0,0,0,0,20,20,60,0,40,25,75,25,25,20,20,20,0,60,0,80,100,100,80,0,50,100,50,80,50,50,100,100,80,75,100,0,0,25,100,100,0,,,50,75,50,0,100,75,0,0,50,0,0,50,100,0,0,50,0,0,0,0,0,0,50,25,0,0,75,0,0,0,50,25,0,75,50,50,,75,75,75,50,25,25,50,50,0,100,0,25,0,75,25,25,100,25,25,0,100,100,100,50,75,75,75,50,25,60
North Bristol NHS Trust,RVJ,75,75,75,75,100,75,75,75,100,75,100,50,75,75,75,100,100,100,100,100,75,75,50,75,67,100,75,75,75,100,,,,,,,,,,,,,75,75,50,50,50,50,0,100,,20,20,0,25,75,75,100,60,0,0,0,60,,20,100,100,100,75,25,100,75,100,75,100,100,100,100,75,75,75,100,0,20,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,50,0,75,75,100,100,50,0,75,0,0,0,100,75,50,100,0,25,25,75,100,100,50,50,75,75,75,50,100,75,,,,,75,75,75,100,50,75,100,50,50,50,75,75,50,75,100
North Cumbria Universitq Hospitals NHS Trust,RNL,75,50,50,50,100,100,100,100,100,25,75,25,25,50,50,25,75,0,75,75,75,75,75,75,85,75,75,75,100,75,40,20,40,50,50,100,75,25,50,25,25,25,75,0,25,25,50,0,0,20,20,0,,40,25,75,75,25,0,0,0,0,0,0,20,80,60,0,100,100,50,0,0,0,25,,,,25,25,0,75,75,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,,,0,50,0,0,50,75,0,25,75,0,0,50,,,,75,0,50,50,50,25,50,50,75,75,100,100,25,85,0,0,50,50,0,75,0,25,25,25,75,100,100,100,100,25,50,50,50,80
North Middlesex Universitq Hospital NHS Trust,RAP,75,75,75,75,100,75,100,100,100,75,75,25,25,25,25,25,25,75,50,25,50,25,25,25,74,75,75,75,50,75,20,20,20,50,50,50,75,75,50,25,0,75,0,0,0,0,25,25,0,20,,60,40,60,75,75,75,25,80,60,40,60,0,20,20,80,100,0,75,75,75,25,100,75,25,100,100,80,25,75,25,75,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,0,80,0,25,25,0,0,25,0,0,25,50,75,0,0,0,0,0,0,100,75,0,25,0,0,25,0,25,25,25,50,0,50,25,25,85,0,0,75,75,50,75,100,25,0,25,75,50,25,75,100,25,75,25,0,
North Tees and Hartlepool NHS Foundation Trust,RVW,75,50,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,100,100,80,100,100,100,100,100,60,60,60,100,100,100,100,100,100,75,75,25,100,25,100,0,25,0,0,80,100,100,100,100,100,100,100,100,100,100,20,100,20,0,20,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,75,80,100,100,50,100,100,100,75,75,50,50,25,75,25,100,,100,100,,100,100,75,100,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,100,100,100,100,100,100,100,100,75,100,100,75,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,100
North West Anglia NHS Foundation Trust,RGN,75,50,75,75,100,100,100,100,100,100,100,75,75,100,50,75,50,100,100,75,75,50,100,75,69,100,100,75,75,75,60,80,0,50,50,,75,50,25,75,25,75,25,25,25,25,25,25,25,20,,100,20,40,75,75,75,25,40,80,100,80,60,0,60,80,80,80,75,50,75,50,40,25,75,100,100,100,50,75,25,75,25,0,80,20,,,0,25,25,50,0,0,0,0,100,0,,,100,100,25,100,100,25,75,25,25,25,50,100,50,25,25,0,0,75,100,75,25,50,50,25,,100,100,75,50,75,75,100,75,0,100,0,50,75,75,0,75,50,50,25,50,100,100,75,75,75,75,75,75,75,60
Northampton General Hospital NHS Trust,RNS,75,75,75,100,100,75,75,75,,75,75,75,25,75,75,50,75,75,75,75,75,50,75,50,82,75,75,75,75,75,60,100,20,50,100,0,75,75,75,50,75,25,50,0,100,25,0,0,0,100,,60,100,40,100,100,100,100,100,100,100,0,100,40,100,100,100,100,100,75,100,0,100,100,100,100,100,100,75,75,50,100,50,40,100,0,25,25,75,75,75,50,75,100,,75,100,25,,75,100,60,25,50,100,50,75,25,25,25,75,50,75,75,75,25,0,0,75,25,25,75,75,25,25,25,75,25,75,75,75,75,75,25,85,25,25,75,50,75,100,25,100,75,75,100,100,100,75,75,100,50,75,25,100
Northern Devon Healthcare NHS Trust,RBZ,100,100,100,75,100,100,100,100,75,100,100,100,75,100,100,100,100,100,100,100,100,75,100,100,81,100,100,75,75,75,40,40,60,50,50,100,75,75,75,75,100,75,50,75,75,75,0,0,0,100,100,60,60,40,100,100,100,75,100,100,0,100,20,,60,60,0,0,100,100,100,100,0,75,0,100,100,,75,50,25,100,25,0,100,0,,,25,25,75,100,25,0,0,25,0,0,,,100,,75,75,50,100,25,25,25,25,100,75,50,75,75,25,50,50,100,100,25,75,25,100,100,25,100,75,75,75,25,100,50,25,100,0,0,100,100,100,100,100,100,50,75,100,100,100,100,50,100,50,75,75,80
Northern Lincolnshire and Goole NHS Foundation Trust,RJL,75,50,75,50,75,75,75,25,75,75,50,25,25,25,50,25,25,50,50,50,50,25,50,25,66,75,50,50,75,25,60,100,40,50,100,50,75,75,75,50,75,50,50,25,75,75,25,25,50,80,60,40,40,80,75,75,75,50,80,80,0,100,20,40,40,80,100,60,100,75,100,100,100,50,100,100,100,80,75,100,50,100,50,0,0,0,,,0,0,0,,0,0,0,50,0,0,0,0,100,0,50,100,100,25,25,75,50,50,100,50,50,25,50,25,25,25,100,75,50,100,25,75,75,50,50,25,75,50,75,75,50,50,100,25,25,0,25,25,75,50,75,25,50,75,100,25,50,25,75,75,75,25,80
